decision_date,next_date,basket_hash,basket_members,n_valid,coverage,F_tk,label_v0_0,label_v0_1,p_v0_0,p_v0_1,r_alts,r_maj_weighted,y,r_btc,r_eth,funding_pct_rank,funding_regime,btcd_index_decision,sma_30,BTCDOM_Trend,is_mrf_active,y_filtered,y_gated,F_tk_apr
2023-05-08,2023-05-15,"LINK,NEAR","NEAR,LINK",2,100.0,9.473357142857144e-05,Green,,81.15942028985508,,,,0.0,,,,,,,Falling,False,0.0,0.0,3.4577753571428573
2023-05-15,2023-05-22,"LINK,NEAR","NEAR,LINK",2,100.0,3.0875e-05,Orange,,39.85507246376812,,,,0.0,,,,,,,Falling,False,0.0,0.0,1.1269375
2023-05-22,2023-05-29,"LINK,NEAR","NEAR,LINK",2,100.0,7.116928571428572e-05,YellowGreen,,67.3913043478261,,,,0.0,,,,,,,Falling,False,0.0,0.0,2.597678928571429
2023-05-29,2023-06-05,"LINK,NEAR","NEAR,LINK",2,100.0,8.086785714285715e-05,YellowGreen,,73.18840579710145,,,,0.0,,,,,,,Falling,False,0.0,0.0,2.951676785714286
2023-06-05,2023-06-12,"LINK,NEAR","NEAR,LINK",2,100.0,9.340714285714286e-05,Green,,80.43478260869566,,,,0.0,,,,,,,Falling,False,0.0,0.0,3.409360714285714
2023-06-12,2023-06-19,"LINK,NEAR","NEAR,LINK",2,100.0,-2.577071428571428e-05,Red,,9.420289855072465,,,,0.0,,,,,,,Falling,False,0.0,0.0,-0.9406310714285713
2023-06-19,2023-06-26,"LINK,NEAR","NEAR,LINK",2,100.0,4.621428571428572e-06,Orange,,22.463768115942027,,,,0.0,,,,,,,Falling,False,0.0,0.0,0.1686821428571429
2023-06-26,2023-07-03,"LINK,NEAR","NEAR,LINK",2,100.0,4.417285714285714e-05,Yellow,,52.17391304347826,,,,0.0,,,,,,,Falling,False,0.0,0.0,1.6123092857142856
2023-07-03,2023-07-10,"LINK,NEAR","NEAR,LINK",2,100.0,3.250357142857144e-05,Yellow,,42.028985507246375,,,,0.0,,,,,,,Falling,False,0.0,0.0,1.1863803571428577
2023-07-10,2023-07-17,"LINK,NEAR","NEAR,LINK",2,100.0,2.725357142857144e-05,Orange,,36.95652173913043,,,,0.0,,,,,,,Falling,False,0.0,0.0,0.9947553571428576
2023-07-17,2023-07-24,"LINK,NEAR","NEAR,LINK",2,100.0,6.595714285714287e-05,YellowGreen,,62.31884057971014,,,,0.0,,,,,,,Falling,False,0.0,0.0,2.4074357142857146
2023-07-24,2023-07-31,"LINK,NEAR","NEAR,LINK",2,100.0,9.916714285714288e-05,Green,,81.88405797101449,,,,0.0,,,,,,,Falling,False,0.0,0.0,3.619600714285715
2023-07-31,2023-08-07,"LINK,NEAR","NEAR,LINK",2,100.0,5.549714285714285e-05,Yellow,,58.69565217391305,,,,0.0,,,,,,,Falling,False,0.0,0.0,2.025645714285714
2023-08-07,2023-08-14,"LINK,NEAR","NEAR,LINK",2,100.0,6.8635e-05,YellowGreen,,65.94202898550725,,,,0.0,,,,,,,Falling,False,0.0,0.0,2.5051775
2023-08-14,2023-08-21,"LINK,NEAR","NEAR,LINK",2,100.0,8.72907142857143e-05,YellowGreen,,77.53623188405797,,,,0.0,,,,,,,Falling,False,0.0,0.0,3.186111071428572
2023-08-21,2023-08-28,"LINK,NEAR","NEAR,LINK",2,100.0,-6.105357142857143e-05,Red,,2.898550724637681,,,,0.0,,,,,,,Falling,False,0.0,0.0,-2.228455357142857
2023-08-28,2023-09-04,"LINK,NEAR","NEAR,LINK",2,100.0,-6.265857142857141e-05,Red,,2.1739130434782608,,,,0.0,,,,,,,Falling,False,0.0,0.0,-2.2870378571428565
2023-09-04,2023-09-11,"LINK,NEAR","NEAR,LINK",2,100.0,-1.5370714285714286e-05,Red,,15.217391304347828,,,,0.0,,,,,,,Falling,False,0.0,0.0,-0.5610310714285714
2023-09-11,2023-09-18,"LINK,NEAR","NEAR,LINK",2,100.0,2.422642857142857e-05,Orange,,35.507246376811594,,,,0.0,,,,,,,Falling,False,0.0,0.0,0.8842646428571429
2023-09-18,2023-09-25,"LINK,NEAR","NEAR,LINK",2,100.0,1.5790714285714285e-05,Orange,,28.98550724637681,,,,0.0,,,,,,,Falling,False,0.0,0.0,0.5763610714285714
2023-09-25,2023-10-02,"LINK,NEAR","NEAR,LINK",2,100.0,2.3582142857142866e-05,Orange,,34.05797101449276,,,,0.0,,,,,,,Falling,False,0.0,0.0,0.8607482142857146
2023-10-02,2023-10-09,"LINK,NEAR","NEAR,LINK",2,100.0,4.179214285714286e-05,Yellow,,50.0,,,,0.0,,,,,,,Falling,False,0.0,0.0,1.5254132142857142
2023-10-09,2023-10-16,"LINK,NEAR","NEAR,LINK",2,100.0,-2.907428571428571e-05,Red,,7.971014492753622,,,,0.0,,,,,,,Falling,False,0.0,0.0,-1.0612114285714285
2023-10-16,2023-10-23,"LINK,NEAR","NEAR,LINK",2,100.0,4.8497857142857146e-05,Yellow,,56.52173913043478,,,,0.0,,,,,,,Falling,False,0.0,0.0,1.7701717857142858
2023-10-23,2023-10-30,"LINK,NEAR","NEAR,LINK",2,100.0,9.086285714285716e-05,YellowGreen,,78.98550724637681,,,,0.0,,,,,,,Falling,False,0.0,0.0,3.3164942857142865
2023-10-30,2023-11-06,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001,Green,,83.33333333333334,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,3.6500000000000004
2023-11-06,2023-11-13,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001549471428571,Green,,89.85507246376811,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,5.65557071428415
2023-11-13,2023-11-20,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001568335714285,Green,,90.57971014492752,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,5.72442535714025
2023-11-20,2023-11-27,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001191792857142,Green,,86.95652173913044,,,,0.0,,,0.9310344827586208,Q4: High,,,Falling,False,0.0,0.0,4.3500439285683
2023-11-27,2023-12-04,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001,Green,,83.33333333333334,,,,0.0,,,0.8833333333333333,Q4: High,,,Falling,False,0.0,0.0,3.6500000000000004
2023-12-04,2023-12-11,"LINK,NEAR","NEAR,LINK",2,100.0,0.00010469,Green,,84.05797101449275,,,,0.0,,,0.9032258064516128,Q4: High,,,Falling,False,0.0,0.0,3.821185
2023-12-11,2023-12-18,"LINK,NEAR","NEAR,LINK",2,100.0,0.0002438221428571,Green,,94.20289855072464,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,8.899508214284149
2023-12-18,2023-12-25,"LINK,NEAR","NEAR,LINK",2,100.0,0.0001324171428571,Green,,87.68115942028986,,,,0.0,,,0.9090909090909092,Q4: High,,,Falling,False,0.0,0.0,4.83322571428415
2023-12-25,2024-01-01,"LINK,NEAR","NEAR,LINK",2,100.0,0.0002565285714285,Green,,94.92753623188406,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,9.36329285714025
2024-01-01,2024-01-08,"LINK,NEAR","NEAR,LINK",2,100.0,0.000364595,Green,,96.37681159420288,,,,0.0,,,1.0,Q4: High,,,Falling,False,0.0,0.0,13.307717499999999
2024-02-05,2024-02-12,"ADA,APT,ARB,ATOM,BCH,DOT,ETC,FIL,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,QNT,RENDER,STETH,STX,SUI,TAO,TIA,UNI,VET,XLM,XMR,XRP","XRP,STETH,ADA,LINK,DOT,ICP,LTC,BCH,UNI,ETC,ATOM,XLM,XMR,APT,OP,INJ,IMX,NEAR,TIA,TAO,FIL,LDO,HBAR,KAS,ARB,STX,VET,RENDER,SUI,QNT",27,90.0,7.272989417989419e-05,YellowGreen,,68.11594202898551,,0.1031291987976402,0.1200283078517272,0.0167579076754097,0.1312348783254884,0.0938796434129511,0.5555555555555556,Q3: Neutral,,,Falling,False,0.0,0.0,2.654641137566138
2024-02-12,2024-02-19,"ADA,APT,ARB,ATOM,BCH,DOT,ETC,FIL,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,RENDER,SEI,STETH,STX,SUI,TAO,TIA,UNI,VET,XLM,XMR,XRP","XRP,STETH,ADA,LINK,DOT,ICP,BCH,LTC,UNI,IMX,ATOM,ETC,OP,TAO,NEAR,KAS,TIA,XLM,INJ,APT,FIL,STX,HBAR,LDO,ARB,VET,XMR,SUI,RENDER,SEI",27,90.0,-1.2519629629629624e-05,Red,,17.391304347826086,,0.1301016260471834,0.1016511784519046,-0.0288630053874654,0.0819384453494833,0.1476475556908878,0.1621621621621621,Q1: Negative/Low,,,Falling,False,0.0,0.0,-0.4569664814814813
2024-02-19,2024-02-26,"ADA,APT,ARB,ATOM,BCH,DOT,ETC,FIL,GRT,HBAR,ICP,IMX,INJ,KAS,LDO,LINK,LTC,NEAR,OP,RENDER,SEI,STETH,STX,TAO,TIA,UNI,VET,XLM,XMR,XRP","XRP,STETH,ADA,LINK,DOT,ICP,UNI,BCH,LTC,IMX,ATOM,TAO,STX,ETC,KAS,NEAR,OP,APT,INJ,VET,XLM,FIL,TIA,HBAR,LDO,ARB,SEI,GRT,XMR,RENDER",27,90.0,0.0002198671428571,Green,,93.47826086956522,,0.0303088336583581,0.0196931406040262,-0.0106724414971889,-0.0074149014485934,0.0829452387268057,0.9210526315789472,Q4: High,,,Falling,False,0.0,0.0,8.02515071428415
